"Codigo Legem";"Atividade";"Comentarios";"vara"
"300327";"CONTESTAÇÃO APRESENTADA";"Audiência realizada, aguardando sentença.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"252946";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"Nenhuma descrição.";"3º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"120609";"TRÂNSITO EM JULGADO";"";"4º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"286007";"SENTENÇA - CONCLUSOS PARA";"Designada Leitura de Sentença para o dia 29/05/201";"16º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"154606";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Ante o exposto, declaro extinto o processo sem res";"12º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"238186";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"4º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"278566";"SENTENÇA IMPROCEDENTE";"Nenhuma descrição.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"151247";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"114786";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"aguardando encerramento";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"189768";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO";"2º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"170467";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"92447";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"8º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"306786";"SENTENÇA - CONCLUSOS PARA";"PROCESSO AGUARDA JULGAMENTO.";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"157228";"SENTENÇA - CONCLUSOS PARA";"";"8º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"157228";"SENTENÇA - CONCLUSOS PARA";"";"8º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"315292";"CONTESTAÇÃO APRESENTADA";"Audiência realizada sem acordo. Aguardando sentenç";"8o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"178027";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"7ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"108510";"TRÂNSITO EM JULGADO";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"309746";"SENTENÇA PARCIALMENTE PROCEDENTE";"Orientada a aguardar o trânsito, tendo em vista se";"11o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"163726";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS PARA SENTENÇA";"8º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"121726";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"RI AUTOR";"1º JEC ZONA SUL 2 - UNIDADE VII TERESI  - JUSTIÇA "
"294467";"CONTESTAÇÃO APRESENTADA";"AGUARDANDO INTIMAÇÃO PARA RÉPLICA.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"184606";"SENTENÇA - CONCLUSOS PARA";"Façam-se os autos conclusos a um dos juízes leigos";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"116107";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"238988";"SENTENÇA - CONCLUSOS PARA";"AGUARDANDO SENTENÇA";"18º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL "
"193127";"ACORDO - FORMALIZADO";"PROFERIDA EM AUDIÊNCIA EM 12/2013. VERIFICAR FATUR";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"307446";"SENTENÇA - CONCLUSOS PARA";"AUDIÊNCIA REALIZADA - DEFESA APRESENTADA - CONCLUS";"6o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"313673";"CONTESTAÇÃO APRESENTADA";"Audiência realizada sem acordo. Aguardando sentenç";"18o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"313673";"SENTENÇA PARCIALMENTE PROCEDENTE";"Sentença Parcialmente Procedente.";"18o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"244686";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO RECURSO INOMINADO";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"219146";"SENTENÇA - CONCLUSOS PARA";"Nenhuma descrição.";"20o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - E"
"143354";"ACORDO - FORMALIZADO";"Realizada audiência. Autos conclusos para sentença";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"143354";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Retificando: 
Realizada audiência. Autos concluso";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"88166";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"1º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"88166";"ALVARÁ LEVANTADO";"";"1º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"84147";"SENTENÇA - CONCLUSOS PARA";"DECORRIDO PRAZO DA PARTE AUTORA PARA SE MANIFESTAR";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"270766";"ALVARÁ LEVANTADO";"Levantamento de alvará para o autor.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"307368";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"Reclamação não atendida. Reclamante entrará com aç";"- PROCON - MUNICIPAL"
"284731";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"315348";"CONTESTAÇÃO APRESENTADA";"Audiência realizada sem acordo. Aguardando Sentenç";"4o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"86447";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"EM 15.03.2012 EM GRAU DE RECURSO. 30.01.2013 - Req";"8ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"145391";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"1º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"188793";"RECLAMAÇÃO - STJ - REU";"";"5º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"210207";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"309533";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA.";"- PROCON - ESTADUAL"
"169289";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento de recurso.";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"142650";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"188235";"TRÂNSITO EM JULGADO";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"163407";"SENTENÇA - CONCLUSOS PARA";"consta petição do banco requerendo transito em jul";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"137487";"TRÂNSITO EM JULGADO";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"263366";"TRÂNSITO EM JULGADO";"ACORDO REALIZADO EM AUDIENCIA";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"162008";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"Certifico, para os devidos fins de direito, que, n";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"269791";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE RECURSO ADMINISTRATIVO";"- PROCON - ESTADUAL"
"315347";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada audiência UNA - PE para o dia 23/04/2015";"12o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"142676";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO";"2o JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"310128";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Remarcação de Audiência PROCON - CE para";"- PROCON - MUNICIPAL"
"166787";"SENTENÇA - CONCLUSOS PARA";"Nesta data, faço conclusos os presentes autos a(o)";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"139251";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"9º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"257087";"SENTENÇA - CONCLUSOS PARA";"PROCESSO CONCLUSO EM 25/03/2015.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"296586";"SENTENÇA - CONCLUSOS PARA";"17/03/2015 Processo devolvido CJUS . Processo segu";"6a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"156607";"SENTENÇA PROCEDENTE";"CAUTELAR JULGADA PROCEDENTE. CONDENAÇÃO EM HONORÁR";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"193086";"CONTESTAÇÃO APRESENTADA";"PROCESSO CONCLUSO PARA DESIGNAÇÃO DE AUDIÊNCIA.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"193086";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"195351";"SENTENÇA IMPROCEDENTE";"";"1o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"289306";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"169266";"SENTENÇA IMPROCEDENTE";"Diante do exposto e por tudo o mais que dos autos ";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"149786";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"3º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"183247";"SENTENÇA - CONCLUSOS PARA";"30/01/2015 12:43:10 	CONCLUSOS PARA SENTENÇA";"10º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - E"
"314548";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"DESIGNADA PARA O DIA 19/05/2015.";"7a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"198248";"SENTENÇA - CONCLUSOS PARA";"PROCESSO APENSADO A AÇÃO DE BUSCA. AINDA SEM JULGA";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"198248";"SENTENÇA - CONCLUSOS PARA";"PROCESSO APENSADO A AÇÃO DE BUSCA. AINDA SEM JULGA";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"125626";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DA RECLAMAÇÃO";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"188050";"CONTESTAÇÃO APRESENTADA";"INTIMADO O AUTOR PARA APRESENTAR RÉPLICA.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"119687";"CONTESTAÇÃO APRESENTADA";"aguardando sentença";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"143668";"SENTENÇA - CONCLUSOS PARA";"AGUARDANDO SENTENÇA";"8º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"295667";"SENTENÇA PARCIALMENTE PROCEDENTE";"";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"292767";"CONTESTAÇÃO APRESENTADA";"Realizada audiência, formalizado acordo. Aguardand";"- PROCON - MUNICIPAL"
"106826";"SENTENÇA - CONCLUSOS PARA";"";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"116292";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"283952";"CONTESTAÇÃO APRESENTADA";"DESPACHO EM 17/04/2015 - INTIMANDO O AUTOR PARA CU";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"291746";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"14ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"199406";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"258227";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"144886";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE CONTRARRAZÕES";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"187326";"TRÂNSITO EM JULGADO";"";"3o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"122328";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"184029";"CONTESTAÇÃO APRESENTADA";"AGUARDANDO INTIMAÇÃO PARA RÉPLICA.";"31ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"272386";"SENTENÇA IMPROCEDENTE";"SENTENÇA IMPROCEDENTE PUBLICADA EM 17/04/2015.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"272386";"SENTENÇA IMPROCEDENTE";"SENTENÇA IMPROCEDENTE FATURADA EM ABRIL/2015.
LEG";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"287967";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Nenhuma descrição.";"24º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"175148";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"175148";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDA JULGAMENTO";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"294128";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"- PROCON - ESTADUAL"
"120610";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"aguardando julgamento do Recurso Inominado interpo";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"177948";"TRÂNSITO EM JULGADO";"";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"189146";"TRÂNSITO EM JULGADO";"";"11o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"291787";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Audiência Remarcada para o dia 09/10/2015 às 09h10";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"234868";"SENTENÇA - CONCLUSOS PARA";"AUDIENCIA PRELIMINAR REALIZADA. AUTOS CONCLUSOS AO";"1a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"137746";"CONTESTAÇÃO APRESENTADA";"1 22/08/2014 Documento
2 21/08/2014 Expedição de ";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"162788";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AUTOS CONCLUSOS AO RELATOR EM 28/07/2014. AGUARDAN";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"299030";"TRÂNSITO EM JULGADO";"AUDIÊNCIA REALIZADA - DEFESA APRESENTADA - ENCAMIN";"- PROCON - ESTADUAL"
"36985";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"5ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"36985";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"5ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"175747";"ACORDO - FORMALIZADO";"Formalizado acordo. Aguardando arquivamento.";"8º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"187506";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"187506";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"115488";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"230386";"TRÂNSITO EM JULGADO";"";"5º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"227895";"SENTENÇA - CONCLUSOS PARA";"SENTENÇA AINDA NÃO PROFERIDO";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"105549";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"252246";"CONTESTAÇÃO APRESENTADA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"23ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"193067";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO SENTENÇA.";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"315606";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 15/07/2015";"2o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"314506";"CONTESTAÇÃO APRESENTADA";"CONTESTAÇÃO APRESENTADA. AGUARDANDO DESPACHO INTIM";"12a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"108988";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"7ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"298226";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"PROCESSO ARQUIVADO";"- PROCON - ESTADUAL"
"74289";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"aguardando julgamento";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"166858";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"ACORDÃO AINDA NÃO PROFERIDO";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"201606";"ACORDO - FORMALIZADO";"AUDIÊNCIA REALIZADA. ACORDO REALIZADO. AVARÁ EXPED";"13ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"201606";"ACORDO - FORMALIZADO";"EM 09/12/2014.";"13ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"193146";"SENTENÇA - CONCLUSOS PARA";"PROCESSO NÃO LOCALIZADO NO TJPE.";"6ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"105569";"SENTENÇA - CONCLUSOS PARA";"AUDIÊNCIA REALIZADA. AUTOS CONCLUSOS AGUARDANDO SE";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"169588";"SENTENÇA IMPROCEDENTE";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"97552";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"195986";"SENTENÇA PARCIALMENTE PROCEDENTE";"SENTENÇA PARCIALMENTE PROCEDENTE EM 31/03/2015.";"11ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"195986";"SENTENÇA PARCIALMENTE PROCEDENTE";"SENTENÇA PROCEDENTE EM PARTE FATURADA EM ABRIL/201";"11ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"251107";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"3º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"145732";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"185189";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"28/08/2014	BAIXA DEFINITIVA 28/08/2014 10:43 TJEML";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"305375";"CONTESTAÇÃO APRESENTADA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"105892";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"105892";"CONTESTAÇÃO APRESENTADA";"aguardando sentença";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"121776";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"250826";"SENTENÇA PARCIALMENTE PROCEDENTE";"Nenhuma descrição.";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"133887";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"AUTOS CONCLUSOS P/ DESPACHO EM 16/03/2015.";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"274946";"TRÂNSITO EM JULGADO";"AUDIÊNCIA REALIZADA - ACORDO FIRMADO";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"174288";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"23 	23/04/2014 08:51:00 	PROCESSO ARQUIVADO";"10º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - E"
"267127";"SENTENÇA - CONCLUSOS PARA";"Autos Conclusos para Sentença.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"172348";"SENTENÇA - CONCLUSOS PARA";"PROCESSO AGUARDA JULGAMENTO.";"12ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"309106";"SENTENÇA - CONCLUSOS PARA";"PROCESSO CONCLUSO PARA SENTENÇA.";"4a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"123048";"ALVARÁ LEVANTADO";"";"13º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"137706";"ACORDO - FORMALIZADO";"TRANSITO EM JULGADO AINDA NÃO CERTIFICADO";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"191666";"CONTESTAÇÃO APRESENTADA";"AGUARDANDO INTIMAÇÃO PARA RÉPLICA.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"138868";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"19239";"SENTENÇA PARCIALMENTE PROCEDENTE";"aguarda trânsito";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"300766";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AUDIÊNCIA PRELIMINAR DESIGNADA PARA O DIA 13.05.20";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"151893";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"120930";"ALVARÁ LEVANTADO";"PARTE AUTORA";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"143292";"SENTENÇA PARCIALMENTE PROCEDENTE";"sentença em anexo.
faturada em março/2015";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"23857";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"- PROCON - ESTADUAL"
"104207";"ALVARÁ LEVANTADO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"153726";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO;";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"240086";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE RECURSO";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"305730";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS AO MAGISTRADO P/ JULGAMENTO.";"7a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"295006";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Pedido de desistência do autor.";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"119480";"ACORDO - FORMALIZADO";"MONITORAR TRANSITO";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"172507";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"278126";"TRÂNSITO EM JULGADO";"PROCESSO EXTINTO POR DESISTÊNCIA.

AGUARDANDO TR";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"189371";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"1o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
